Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Turkey Trot","Turkey Dome > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/118702327/turkey-trot,2.5,-1,Sport,5.9,2,170,34.79673,-111.81949
"Consenting Adults","Jackson Creek Dome > Jackson Creek > Rampart Range Road > South Platte > Colorado",https://www.mountainproject.com/route/105809460/consenting-adults,2.5,-1,Sport,5.10a,2,250,39.28624,-105.06397
"Le Centenaire","19 - Le Fou > Montagne d'Argent > Laurentians > Quebec > Canada > North America > International",https://www.mountainproject.com/route/109021496/le-centenaire,2.5,-1,Sport,5.8,3,250,46.12405,-74.67619
"Hard Times","Gargoyle Wall > Camelback Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107398244/hard-times,2.4,-1,Sport,"5.7 PG13",3,210,33.5192,-111.9694
"Eastern Block","East Face > Big Rock > Rocks of Sharon > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/113766699/eastern-block,2.4,-1,Sport,5.7,2,120,47.578,-117.2859
"Heathen's Highway","Christian Brothers - East Side > (l) Christian Brothers > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/106315517/heathens-highway,2.3,-1,"Trad, Sport","5.10a PG13",4,290,44.36598,-121.14688
Chips,"The Prow > Stormcastle > Gallatin Canyon > Southwest Region > Montana",https://www.mountainproject.com/route/107643349/chips,2.4,-1,Sport,5.9+,3,200,45.4456,-111.231
"Followers Folly","VD (Very Direct) Wall > South Area > Devil's Punchbowl > High Desert > California",https://www.mountainproject.com/route/106407273/followers-folly,2.4,-1,"Trad, Sport",5.9,3,180,34.412,-117.8573
"Ringtail Cat Walk","Health Club > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/109027862/ringtail-cat-walk,2.4,-1,Sport,5.9,2,160,37.5137,-118.5702
"Diamond Slipper","North Wall > Flagstone > Willamette Valley > Oregon",https://www.mountainproject.com/route/107805761/diamond-slipper,2.4,-1,Sport,5.10a,2,150,44.06505,-123.13853
"La Somone","Le Brévent > Aiguilles Rouges > Chamonix Mont Blanc > Northern Alps > France > Europe > International",https://www.mountainproject.com/route/113314273/la-somone,2.5,-1,Sport,5.8-,7,600,45.93357,6.83771
"Stairway to Stem","Gun Show > Exit 38: Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110503508/stairway-to-stem,2.5,-1,Sport,5.9,2,120,47.42952,-121.62058
"crack boltée 3","b. Secteur multi-pitch > Lac Gervais > Laurentians > Quebec > Canada > North America > International",https://www.mountainproject.com/route/112931231/crack-boltee-3,2.5,-1,Sport,5.8+,3,,46.26732,-74.68877
"Manassa Mauler","Robust > Manassa > San Luis Valley > Colorado",https://www.mountainproject.com/route/108874780/manassa-mauler,2.5,-1,Sport,5.9,2,140,37.18961,-105.80328
Sudwestkante,"Ambaria > Meteora > Greece > Europe > International",https://www.mountainproject.com/route/106483681/sudwestkante,2.5,-1,Sport,5.7,4,480,39.7107,21.6186
"Met du pep dans ta grimpette","b. Secteur multi-pitch > Lac Gervais > Laurentians > Quebec > Canada > North America > International",https://www.mountainproject.com/route/113657400/met-du-pep-dans-ta-grimpette,2.5,-1,Sport,5.8,3,180,46.26732,-74.68877
Cleavage,"Railroad Rocks > Homestake Pass > Southwest Region > Montana",https://www.mountainproject.com/route/106503605/cleavage,2.5,-1,"Trad, Sport",5.9,2,100,45.91603,-112.37118
Hanimoon,"Hanibal > Furka Pass > Switzerland > Europe > International",https://www.mountainproject.com/route/107720261/hanimoon,2.5,-1,"Sport, Alpine",5.10a/b,5,600,46.5983,8.4198
Taint,"Asshole Rock > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/108241594/taint,2.5,-1,"Trad, Sport",5.8,2,165,39.33172,-105.2752
Gargoyle,"Southeast Face > The Fortress > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106525054/gargoyle,2.5,-1,Sport,5.10-,2,160,32.43213,-110.79756
"Bill's Bad Bolts","Machete Ridge > West Side > Pinnacles National Park > Central Coast > California",https://www.mountainproject.com/route/113993417/bills-bad-bolts,2.4,-1,"Sport, Aid","5.7 A1",3,300,36.49729,-121.20149
"Heart Line","Bunny Hill > Heart Creek > Bow Valley > Alberta > Canada > North America > International",https://www.mountainproject.com/route/114380739/heart-line,2.3,-1,"Sport, Aid","5.9 A0",17,3500,51.047,-115.1566
"Small But Fancy","West Face > Big Rock > Rocks of Sharon > Spokane Area > Northeast Corner & Spokane > Washington",https://www.mountainproject.com/route/115788192/small-but-fancy,2.4,-1,Sport,5.8,2,100,47.57828,-117.28614
Chlorochose,"Dalles Grises > Belvedere de la Carelle > Falaise de l'Escalés > Grand Cañon - Partie Amont > Gorge du Verdon > France > Europe > International",https://www.mountainproject.com/route/107450425/chlorochose,2.4,-1,Sport,5.8+,7,450,43.7832,6.39108
"The Art of Letting Go","10. Stone Temple > Mortal Earth > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/114410851/the-art-of-letting-go,2.5,-1,Sport,5.9,2,165,43.72201,-113.07766
"At the Speed of the Millzypede","Los Lobos Wall > Los Lobos Canyon > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/113957282/at-the-speed-of-the-millzypede,2.4,-1,Sport,"5.9 PG13",3,230,25.94968,-100.47518
"Battle Runner","Joyama > Shizuoka Prefecture > Japan > Asia > International",https://www.mountainproject.com/route/107074536/battle-runner,2.4,-1,Sport,5.10a,4,,35.00367,138.93071
"Nameless Crack","Open Range > Red Rocks > Naturita and Paradox Valley > Colorado",https://www.mountainproject.com/route/107838656/nameless-crack,2.4,-1,Sport,5.9,2,,38.27075,-108.72217
"Soleil de Soiree","Rusted Goat Wall > White Mountain > Yukon Territory > Canada > North America > International",https://www.mountainproject.com/route/109430826/soleil-de-soiree,2.4,-1,Sport,5.9,4,393,60.30354,-133.96689
"Good Timing","The Pear > Lumpy Ridge > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105749152/good-timing,2.4,-1,"Trad, Sport",5.10a,3,,40.4102,-105.54653
"Clyde and Isabelle","Yak Peak > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114506202/clyde-and-isabelle,2.5,-1,"Sport, Aid, Alpine","5.8 C0",10,1900,49.6067,-121.1039
Crystal,"Crystal Wall > Chimney Rocks > Sequoia & Kings Canyon NP > California",https://www.mountainproject.com/route/110037237/crystal,2.3,-1,Sport,5.8,3,,36.65275,-118.86456
"Gentleman's Route","Main Cliff Right > *Rumney > New Hampshire",https://www.mountainproject.com/route/114528275/gentlemans-route,2.5,-1,Sport,5.7,3,180,43.8027,-71.83554
"Dizzy Gillespie","Shortoff Mountain > Linville Gorge > 2. Northern Mountains Region > North Carolina",https://www.mountainproject.com/route/116986023/dizzy-gillespie,2.5,-1,"Trad, TR",5.8,3,275,35.83139,-81.90257
"Alas, Poor Yorick","The Hamlet > 03-First Pullout (Calico I) > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/118289797/alas-poor-yorick,2.5,-1,Sport,5.7,2,130,36.15055,-115.43111
Kamasutra,"North Face G1-16 > Anica kuk > National Park of Paklenica > Croatia > Europe > International",https://www.mountainproject.com/route/116763792/kamasutra,2.5,-1,Sport,"5.8+ PG13",4,450,44.30754,15.48398
SPF,"House of Cards > Cougar Canyon (Creek) > Bow Valley > Alberta > Canada > North America > International",https://www.mountainproject.com/route/110391568/spf,2.3,-1,Sport,5.10a,2,130,51.09785,-115.3159
"Free Diver","Rainy Day Slab > Jasper National Park > Alberta > Canada > North America > International",https://www.mountainproject.com/route/117397383/free-diver,2.5,-1,"Sport, Alpine",5.7,11,760,52.88184,-117.81623
"Cedar City","Mount Baldy Crag > Kananaskis > Alberta > Canada > North America > International",https://www.mountainproject.com/route/116669822/cedar-city,2.5,-1,Sport,5.7,3,200,51.00477,-115.06556
"The Initiation","Mulanje Massif > Malawi > Africa > International",https://www.mountainproject.com/route/117683654/the-initiation,2.5,-1,Sport,"5.8 PG13",6,900,-16.0141,35.5737
"Merciful Passing","Mammoth Wall > Dry Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/117945438/merciful-passing,2.5,-1,"Sport, TR",5.8,2,161,40.34579,-111.6723
Lysine-Deficient,"Showcase Wall > West-Bound Crags > Western Carousel > New Jack City > High Desert > California",https://www.mountainproject.com/route/114086419/lysine-deficient,2.5,-1,Sport,5.10a,2,65,34.66955,-116.98706
Rambo,"Ilinac > Omiš > Croatia > Europe > International",https://www.mountainproject.com/route/116101003/rambo,2.5,-1,Sport,5.10-,6,755,43.45889,16.70411
"Walk the Plank","Jolly Roger Slab > Rogers Rock > F: Lake George Region > Adirondacks > New York",https://www.mountainproject.com/route/115194396/walk-the-plank,2.5,-1,Sport,"5.10a PG13",2,140,43.7964,-73.46715
"Walk the Line","Candlelight Buttress > Whitney Portal > Lone Pine Area > Sierra Eastside > California",https://www.mountainproject.com/route/107242988/walk-the-line,2.5,-1,Sport,5.9+,3,300,36.58651,-118.24075
"La Plantigrade Magnésophage","Vallorcine > Valley crags > Chamonix Mont Blanc > Northern Alps > France > Europe > International",https://www.mountainproject.com/route/117404479/la-plantigrade-magnesophage,2.5,-1,Sport,5.9,4,330,46.0274,6.9315
"Arête de l'extrême Bec","Le Bec de Sormiou > Calanque de Sormiou > Calanques > France > Europe > International",https://www.mountainproject.com/route/113912578/arete-de-lextreme-bec,2.5,-1,Sport,5.7,4,400,43.2102,5.4206
"Willy’s Wall","Granite Buttress > The Granite > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/114521021/willys-wall,2.5,-1,"Trad, TR",5.10a,3,200,42.72575,-108.86977
"Tall Tail","Brontosaur Rock > Jurassic Park > Southwest Oregon > Oregon",https://www.mountainproject.com/route/117300144/tall-tail,2.5,-1,Sport,"5.7 PG13",2,200,43.20845,-122.99783
"Voie Bleu (Blue Route)","Les Chèserys > Valley crags > Chamonix Mont Blanc > Northern Alps > France > Europe > International",https://www.mountainproject.com/route/106941724/voie-bleu-blue-route,2.5,-1,Sport,5.8,5,500,45.9877,6.9152
"Petit Poo et Betty Boop","b. Secteur multi-pitch > Lac Gervais > Laurentians > Quebec > Canada > North America > International",https://www.mountainproject.com/route/113657340/petit-poo-et-betty-boop,2.5,-1,Sport,5.9,3,180,46.26732,-74.68877
Balls,"Main Wall > Tollhouse Rock > Southern Sierra > California",https://www.mountainproject.com/route/107468398/balls,2.5,-1,"Trad, Sport","5.9 R",4,600,37.02938,-119.38526
"Fata Morgana","Water Wall > Wye Creek > Queenstown > Otago > South Island > New Zealand > Oceania > International",https://www.mountainproject.com/route/116727374/fata-morgana,2.5,-1,Sport,5.8,2,180,-45.14199,168.77028
Papageno,"Le Miroir d'Argentine > Switzerland > Europe > International",https://www.mountainproject.com/route/107660697/papageno,2.5,-1,"Sport, Alpine",5.10-,15,1500,46.2769,7.1432
Westkante,"Geierwand > Meteora > Greece > Europe > International",https://www.mountainproject.com/route/107433038/westkante,2.5,-1,"Trad, Sport",5.10a,5,450,39.7137,21.6261
Thermometeregg,"Riffelhorn > Zermatt area > Switzerland > Europe > International",https://www.mountainproject.com/route/112067856/thermometeregg,2.5,-1,"Sport, Alpine",5.9,8,,45.9808,7.7584
"Tony il Telefonista","Corno di Bo > Nago Torbole > Arco and Surrounding Area > Italy > Europe > International",https://www.mountainproject.com/route/113521172/tony-il-telefonista,2.5,-1,Sport,5.7,4,350,45.84492,10.86368
"Tante Ju","Brüggler > Switzerland > Europe > International",https://www.mountainproject.com/route/117065849/tante-ju,2.5,-1,"Sport, Alpine","5.10a PG13",5,650,47.1176,8.98375
"Something about The Simpsons","Cross Mountain Canyon > Cross Mountain Boulders > Colorado",https://www.mountainproject.com/route/113830232/something-about-the-simpsons,2.5,-1,Sport,5.10a/b,2,200,40.47776,-108.3376
"Saut d'Homme","Rivière d'Argent > Belvedere de la Carelle > Falaise de l'Escalés > Grand Cañon - Partie Amont > Gorge du Verdon > France > Europe > International",https://www.mountainproject.com/route/108321041/saut-dhomme,2.5,-1,Sport,5.10a/b,4,300,43.7732,6.38108
Nitti,"Sector Austria > Zona de las Frontales > El Chorro > Andalucia > Spain > Europe > International",https://www.mountainproject.com/route/112401811/nitti,2.5,-1,Sport,5.9,2,120,39.34579,-1.92086
"Walk It Off","Pub Wall > Lions Head > Castlegar > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114292981/walk-it-off,2.5,-1,"Sport, Alpine",5.9,2,120,49.33372,-117.67683
"NorthEast ridge Right side","8-Moynier > Silver Lake > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/113414796/northeast-ridge-right-side,2.5,-1,TR,5.7+,2,175,37.77386,-119.1288
"Smouf on web","Les pieds dans l'eau > Todra Gorge > Morocco > Africa > International",https://www.mountainproject.com/route/114041043/smouf-on-web,2.5,-1,Sport,5.10a,4,530,31.58553,-5.59011
"L'eperon Claret","Forestiers > Les Gaillands > Valley crags > Chamonix Mont Blanc > Northern Alps > France > Europe > International",https://www.mountainproject.com/route/113491686/leperon-claret,2.5,-1,Sport,5.10a,2,150,45.91464,6.84592
"Big Dihedral","4-Search And Rescue > Silver Lake > June Lake Area > Sierra Eastside > California",https://www.mountainproject.com/route/112305545/big-dihedral,2.5,-1,TR,5.7+,2,110,37.77325,-119.12801
"Center Hill Route 6P","Center Hill Area > Futagoyama > Saitama Prefecture > Japan > Asia > International",https://www.mountainproject.com/route/108546665/center-hill-route-6p,2.5,-1,"Trad, Sport, Alpine","5.8 PG13",6,,36.0823,139.0729
"Illusoes de Guanabara","Morro da Babilonia > Urca (Pao de Acucar area) > Rio de Janeiro > Brazil > South America > International",https://www.mountainproject.com/route/111961462/illusoes-de-guanabara,2.5,-1,Sport,5.8,4,560,-22.95639,-43.16741
"La Hiedra","Zona Extrema > La Huasteca > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/112566219/la-hiedra,2.5,-1,Sport,5.8,2,75,25.61809,-100.46032
"Southeast Ridge","Stegosaurus > Pungo Andongo - Pedras Negras - Black Rocks > Angola > Africa > International",https://www.mountainproject.com/route/109488066/southeast-ridge,2.5,-1,Sport,"5.8 PG13",2,350,-9.66139,15.5914
Kaktus,"Jungle Gym > Railay East > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International",https://www.mountainproject.com/route/107326115/kaktus,2.5,-1,Sport,5.7,2,60,8.0078,98.841
Himmelsleiter,"Ypsiloterafels > Meteora > Greece > Europe > International",https://www.mountainproject.com/route/106804720/himmelsleiter,2.5,-1,"Trad, Sport",5.10a,3,400,39.7137,21.6261
Ahoot,"The Dikes > Southeast Corner > Washington",https://www.mountainproject.com/route/107487399/ahoot,2.5,-1,"Sport, Alpine",5.8,2,70,46.12344,-117.81893
"Feature Presentation","The Ramp > Lone Mountain (Tonopah) > Western Nevada > Nevada",https://www.mountainproject.com/route/110326489/feature-presentation,2.5,-1,Sport,5.9,2,180,37.99673,-117.52103
"Deceitful Business","North Buttress > Lizard Rocks/Honzel and Grettel > Pinedale Area > Wyoming",https://www.mountainproject.com/route/107786230/deceitful-business,2.5,-1,Sport,5.10a/b,2,200,42.99377,-109.76041
"After the Sunset","The Point > Kawakawa Bay > Lake Taupo > North Island > New Zealand > Oceania > International",https://www.mountainproject.com/route/108036118/after-the-sunset,2.5,-1,Sport,5.10a,2,165,-38.6619,175.86571
"Spigolone 5c+","Denti della Veccia > Switzerland > Europe > International",https://www.mountainproject.com/route/108038623/spigolone-5c,2.5,-1,Sport,5.9,5,600,46.0513,9.0185
"Diagonale 6a","Schöllenen Main Cliff > Schöllenen > Switzerland > Europe > International",https://www.mountainproject.com/route/107697451/diagonale-6a,2.5,-1,Sport,5.10a,7,450,46.6563,8.5823
"Hang Em High","Spaghetti Western > Wonderwall > North-West Oman > Oman > Asia > International",https://www.mountainproject.com/route/107008338/hang-em-high,2.5,-1,Sport,5.9,2,180,24.0734,56.0474
Sassy,"Beach - Right Center > Kamloops > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108071171/sassy,2.5,-1,Sport,5.10a/b,2,,50.7525,-120.7243
"Pas Perdus","Sanetsch > Switzerland > Europe > International",https://www.mountainproject.com/route/106292170/pas-perdus,2.5,-1,Sport,5.9+,5,480,46.3373,7.2631
"Cobra and Guglia Cristiana","Punta Delle Cinque Dita > Sassolungo (Langkolfel) group > Dolomites > Italy > Europe > International",https://www.mountainproject.com/route/113588181/cobra-and-guglia-cristiana,2.3,-1,"Sport, Alpine",5.7,6,450,46.5237,11.73494
